Mapa,Cve_Ent,Nom_Ent,Cve_Mun,Nom_Mun,Cve_Loc,Nom_Loc,Ambito,Latitud,Longitud,Altitud,Cve_Carta
30011936,3,Baja California Sur,1,Comondu,1936,Guanajuato Lote 5,R,"25°01´20.290N""","111°42´39.972W""",49,G12C47
30011937,3,Baja California Sur,1,Comondu,1937,Rancho Dos Hermanos,R,"25°01´51.372N""","111°42´16.705W""",48,G12C47
30011938,3,Baja California Sur,1,Comondu,1938,Emiliano Zapata Lote 3,R,"25°02´16.187N""","111°41´55.569W""",47,G12C47
30011940,3,Baja California Sur,1,Comondu,1940,Emiliano Zapata Lote 5,R,"25°02´25.127N""","111°42´51.969W""",49,G12C47
30011941,3,Baja California Sur,1,Comondu,1941,Guanajuato Lote 6,R,"25°01´20.915N""","111°43´10.566W""",47,G12C47
30011942,3,Baja California Sur,1,Comondu,1942,Mision Lote 3,R,"25°00´48.219N""","111°43´02.861W""",45,G12C47
30011943,3,Baja California Sur,1,Comondu,1943,Mision Lote 12,R,"25°00´51.191N""","111°44´09.756W""",41,G12C47
30011946,3,Baja California Sur,1,Comondu,1946,Llano Los Patitos Lote 5,R,"24°58´53.053N""","111°45´16.408W""",33,G12C57
30011947,3,Baja California Sur,1,Comondu,1947,Guanajuato Lote 23,R,"24°59´43.480N""","111°45´06.479W""",35,G12C57
30011949,3,Baja California Sur,1,Comondu,1949,Mision Lote 11,R,"24°59´47.742N""","111°44´14.878W""",37,G12C57
30011951,3,Baja California Sur,1,Comondu,1951,Yaquis Lote 18,R,"24°58´01.958N""","111°36´08.549W""",55,G12C58
30011952,3,Baja California Sur,1,Comondu,1952,Yaquis Lote 26,R,"24°57´47.204N""","111°35´14.304W""",61,G12C58
30011953,3,Baja California Sur,1,Comondu,1953,Yaquis Lote 13,R,"24°58´59.793N""","111°35´09.287W""",63,G12C58
30011954,3,Baja California Sur,1,Comondu,1954,Yaquis Lote 14,R,"24°59´36.790N""","111°34´46.660W""",64,G12C58
30011955,3,Baja California Sur,1,Comondu,1955,Yaquis Lote 21,R,"24°59´06.428N""","111°34´32.690W""",66,G12C58
30011956,3,Baja California Sur,1,Comondu,1956,El Vergel Lote 28,R,"24°58´02.787N""","111°34´21.407W""",67,G12C58
30011957,3,Baja California Sur,1,Comondu,1957,El Vergel Lote 25,R,"24°56´50.001N""","111°36´07.277W""",55,G12C58
30011959,3,Baja California Sur,1,Comondu,1959,El Vergel Lote 24,R,"24°56´53.120N""","111°36´45.907W""",50,G12C58
30011963,3,Baja California Sur,1,Comondu,1963,San Carlos Lote 507-1,R,"24°53´53.899N""","111°38´04.610W""",38,G12C58
30011964,3,Baja California Sur,1,Comondu,1964,San Carlos Lote 605-3,R,"24°54´23.320N""","111°37´25.657W""",41,G12C58
30011965,3,Baja California Sur,1,Comondu,1965,San Carlos Lote 507-4,R,"24°53´23.349N""","111°38´07.336W""",36,G12C58
30011968,3,Baja California Sur,1,Comondu,1968,Yaquis Lote 1,R,"24°58´42.306N""","111°38´16.877W""",47,G12C58
30011969,3,Baja California Sur,1,Comondu,1969,Yaquis Lote 8,R,"24°58´10.479N""","111°38´01.345W""",47,G12C58
30011970,3,Baja California Sur,1,Comondu,1970,Yaquis Lote 9,R,"24°58´37.228N""","111°37´33.740W""",49,G12C58
30011972,3,Baja California Sur,1,Comondu,1972,Yaquis Lote 16,R,"24°57´52.098N""","111°37´12.874W""",49,G12C58
30011973,3,Baja California Sur,1,Comondu,1973,Yaquis Lote 22,R,"24°57´10.092N""","111°37´32.813W""",48,G12C58
30011974,3,Baja California Sur,1,Comondu,1974,Las Delicias Lote 47,R,"24°56´31.769N""","111°38´00.166W""",46,G12C58
30011975,3,Baja California Sur,1,Comondu,1975,El Vergel Lote 29,R,"24°56´07.984N""","111°37´15.862W""",46,G12C58
30011976,3,Baja California Sur,1,Comondu,1976,El Vergel Lote 1,R,"24°54´50.407N""","111°36´30.206W""",47,G12C58
30011978,3,Baja California Sur,1,Comondu,1978,Las Delicias Lote 42,R,"24°57´25.381N""","111°38´34.206W""",45,G12C58
30011981,3,Baja California Sur,1,Comondu,1981,Las Delicias Lote 34,R,"24°57´21.162N""","111°40´14.105W""",42,G12C57
30011982,3,Baja California Sur,1,Comondu,1982,Las Delicias Lote 35,R,"24°57´51.455N""","111°40´20.150W""",42,G12C57
30011984,3,Baja California Sur,1,Comondu,1984,San Carlos Lote 511-1,R,"24°54´03.688N""","111°40´26.796W""",30,G12C57
30011985,3,Baja California Sur,1,Comondu,1985,Navojoa Dos Lote 3,R,"24°59´00.950N""","111°42´29.769W""",38,G12C57
30011987,3,Baja California Sur,1,Comondu,1987,Mision Lote 13,R,"24°59´42.764N""","111°43´00.509W""",39,G12C57
30011988,3,Baja California Sur,1,Comondu,1988,Mision Lote 8,R,"25°00´04.607N""","111°43´00.447W""",41,G12C47
30011990,3,Baja California Sur,1,Comondu,1990,Mision Lote 21,R,"25°00´05.914N""","111°40´36.518W""",46,G12C47
30011997,3,Baja California Sur,1,Comondu,1997,Las Delicias Lote 7,R,"24°56´57.851N""","111°43´50.528W""",32,G12C57
30011998,3,Baja California Sur,1,Comondu,1998,Agustin Olachea Lote 3,R,"24°56´07.501N""","111°38´31.420W""",44,G12C58
30012005,3,Baja California Sur,1,Comondu,2005,Barranca De Otates Lote 14,R,"24°58´17.788N""","111°48´29.457W""",30,G12C57
30012006,3,Baja California Sur,1,Comondu,2006,Barranca De Otates Lote 13,R,"24°58´19.598N""","111°47´41.342W""",28,G12C57
30012010,3,Baja California Sur,1,Comondu,2010,El Capricho,R,"24°56´52.083N""","111°12´55.472W""",207,G12C59
30012014,3,Baja California Sur,1,Comondu,2014,Nuevo Linares,R,"25°23´26.968N""","111°14´01.692W""",312,G12C39
30012018,3,Baja California Sur,1,Comondu,2018,Poza Sola 3,R,"25°05´37.911N""","111°19´52.233W""",161,G12C49
30012020,3,Baja California Sur,1,Comondu,2020,San Juan De Las Lagunetas,R,"25°21´13.474N""","111°39´19.826W""",51,G12C38
30012027,3,Baja California Sur,1,Comondu,2027,El Canutillo (Los Cacumes),R,"25°12´39.750N""","111°21´07.750W""",151,G12C48
30012030,3,Baja California Sur,1,Comondu,2030,El Mezquital Seco,R,"25°42´00.052N""","111°59´20.470W""",32,G12C27
30012031,3,Baja California Sur,1,Comondu,2031,Ejido Santo Domingo Grupo 11,R,"25°29´37.231N""","111°48´43.041W""",30,G12C37
30012032,3,Baja California Sur,1,Comondu,2032,Ejido Santo Domingo Grupo 12,R,"25°29´59.638N""","111°48´26.268W""",33,G12C37
30012034,3,Baja California Sur,1,Comondu,2034,El Puga,R,"25°35´20.103N""","111°41´43.095W""",90,G12C27
30012037,3,Baja California Sur,1,Comondu,2037,Santa Maria,R,"25°34´04.412N""","111°55´10.426W""",36,G12C27
30012042,3,Baja California Sur,1,Comondu,2042,Casas Viejas,R,"26°08´12.117N""","112°09´04.206W""",47,G12A86
30012043,3,Baja California Sur,1,Comondu,2043,El Zapote,R,"26°10´57.840N""","112°05´34.337W""",82,G12A86
30012045,3,Baja California Sur,1,Comondu,2045,El Salto,R,"26°09´43.201N""","112°07´48.178W""",75,G12A86
30012050,3,Baja California Sur,1,Comondu,2050,Los Dormideros,R,"26°11´01.633N""","111°57´06.669W""",527,G12A87
30012052,3,Baja California Sur,1,Comondu,2052,Llano Catarina,R,"26°10´37.062N""","111°53´00.230W""",436,G12A87
30012055,3,Baja California Sur,1,Comondu,2055,El Abanico,R,"26°20´25.966N""","112°28´43.410W""",67,G12A75
30012062,3,Baja California Sur,1,Comondu,2062,La Zavalsa,R,"26°03´53.521N""","111°45´03.210W""",439,G12A87
30012064,3,Baja California Sur,1,Comondu,2064,Palo Verde,R,"26°01´48.098N""","111°51´04.160W""",185,G12A87
30012086,3,Baja California Sur,1,Comondu,2086,San Juanico,R,"26°15´25.919N""","112°28´42.985W""",17,G12A75
30012087,3,Baja California Sur,1,Comondu,2087,La Yaqui,R,"26°26´01.376N""","112°28´57.378W""",110,G12A75
30012089,3,Baja California Sur,1,Comondu,2089,La Venada,R,"26°29´46.245N""","112°27´45.870W""",158,G12A75
30012092,3,Baja California Sur,1,Comondu,2092,Los Panales,R,"26°31´27.094N""","112°30´19.054W""",159,G12A65
30012095,3,Baja California Sur,1,Comondu,2095,San Agustin,R,"26°32´10.123N""","112°26´54.069W""",197,G12A65
30012096,3,Baja California Sur,1,Comondu,2096,La Ballena,R,"26°22´42.922N""","112°36´03.108W""",42,G12A75
30012098,3,Baja California Sur,1,Comondu,2098,El Aguajito,R,"26°34´42.743N""","112°22´17.790W""",311,G12A65
30012099,3,Baja California Sur,1,Comondu,2099,El Mezquite,R,"26°33´48.217N""","112°23´58.574W""",277,G12A65
30012100,3,Baja California Sur,1,Comondu,2100,El Agua Zarca,R,"26°31´03.894N""","112°22´58.814W""",240,G12A65
30012101,3,Baja California Sur,1,Comondu,2101,El Cardon,R,"26°31´44.575N""","112°21´42.685W""",281,G12A65
30012108,3,Baja California Sur,1,Comondu,2108,El Chencho,R,"26°29´51.384N""","112°03´13.633W""",506,G12A76
30012109,3,Baja California Sur,1,Comondu,2109,El Cantiloso,R,"26°29´58.250N""","112°03´10.795W""",485,G12A76
30012112,3,Baja California Sur,1,Comondu,2112,Mesa La Ceribosa,R,"26°29´56.975N""","112°05´15.693W""",829,G12A76
30012117,3,Baja California Sur,1,Comondu,2117,El Potrero,R,"26°27´07.268N""","112°05´34.453W""",642,G12A76
30012118,3,Baja California Sur,1,Comondu,2118,El Llano,R,"26°26´26.214N""","112°06´34.616W""",631,G12A76
30012121,3,Baja California Sur,1,Comondu,2121,La Piedra,R,"26°27´06.729N""","112°01´18.342W""",363,G12A76
30012123,3,Baja California Sur,1,Comondu,2123,La Becerrita,R,"26°26´37.177N""","111°59´43.871W""",340,G12A77
30012137,3,Baja California Sur,1,Comondu,2137,El Saucito,R,"26°25´09.360N""","112°07´57.482W""",291,G12A76
30012139,3,Baja California Sur,1,Comondu,2139,El Rincon De La Perra,R,"26°27´56.264N""","112°07´43.217W""",362,G12A76
30012148,3,Baja California Sur,1,Comondu,2148,Los Tres Reyes,R,"26°28´45.469N""","112°14´47.293W""",423,G12A76
30012153,3,Baja California Sur,1,Comondu,2153,La Poza,R,"26°28´15.165N""","112°10´02.503W""",708,G12A76
30012160,3,Baja California Sur,1,Comondu,2160,El Agua Grande,R,"26°30´44.969N""","112°07´51.766W""",440,G12A66
30012162,3,Baja California Sur,1,Comondu,2162,El Tanque Del Mezquite,R,"26°31´36.471N""","112°08´48.883W""",868,G12A66
30012163,3,Baja California Sur,1,Comondu,2163,La Pedregosa,R,"26°31´30.403N""","112°09´34.365W""",828,G12A66
30012165,3,Baja California Sur,1,Comondu,2165,El Datilon,R,"26°26´34.580N""","112°45´05.489W""",11,G12A74
30012170,3,Baja California Sur,1,Comondu,2170,Llano Catarina,R,"26°11´28.639N""","111°52´55.413W""",432,G12A87
30012174,3,Baja California Sur,1,Comondu,2174,Dieciocho De Marzo Lote 11,R,"25°11´49.059N""","111°52´54.756W""",27,G12C47
30012183,3,Baja California Sur,1,Comondu,2183,Sinaloa Lote 22,R,"25°09´16.192N""","111°41´56.478W""",55,G12C47
30012187,3,Baja California Sur,1,Comondu,2187,Buenos Aires Lote 39,R,"25°16´16.778N""","111°40´07.454W""",55,G12C37
30012188,3,Baja California Sur,1,Comondu,2188,Buenos Aires Lote 38,R,"25°16´48.976N""","111°40´12.316W""",59,G12C37
30012207,3,Baja California Sur,1,Comondu,2207,La Ventana,R,"26°28´11.210N""","112°19´49.288W""",289,G12A76
30012208,3,Baja California Sur,1,Comondu,2208,El Agua Honda,R,"26°25´40.787N""","112°07´47.892W""",305,G12A76
30012212,3,Baja California Sur,1,Comondu,2212,El Secreto,R,"25°20´50.254N""","111°39´01.222W""",53,G12C38
30012227,3,Baja California Sur,1,Comondu,2227,Fierro Encinas Dos Lote 11,R,"25°18´55.829N""","111°45´15.137W""",40,G12C37
30012231,3,Baja California Sur,1,Comondu,2231,Buenos Aires Lote 6,R,"25°17´59.842N""","111°43´27.647W""",41,G12C37
30012235,3,Baja California Sur,1,Comondu,2235,Buenos Aires Lotes 1 Y 1B,R,"25°16´13.354N""","111°44´31.464W""",36,G12C37
30012240,3,Baja California Sur,1,Comondu,2240,Alvarez Lote 2,R,"25°22´48.500N""","111°47´15.111W""",31,G12C37
30012244,3,Baja California Sur,1,Comondu,2244,Salvatierra Lote 1,R,"25°08´32.947N""","111°42´56.375W""",43,G12C47
30012245,3,Baja California Sur,1,Comondu,2245,Sinaloa Lote 6,R,"25°09´02.930N""","111°43´35.786W""",48,G12C47
30012246,3,Baja California Sur,1,Comondu,2246,Fernando De La Toba Lote 62,R,"25°13´58.716N""","111°42´35.611W""",43,G12C47
30012253,3,Baja California Sur,1,Comondu,2253,Jalisco Lote C1-O,R,"25°26´59.127N""","111°54´29.629W""",11,G12C37
30012254,3,Baja California Sur,1,Comondu,2254,Jalisco Lote C2-K,R,"25°26´36.358N""","111°53´30.212W""",15,G12C37
30012259,3,Baja California Sur,1,Comondu,2259,Jalisco (Palos Verdes C6-B),R,"25°25´10.896N""","111°46´57.145W""",27,G12C37
30012260,3,Baja California Sur,1,Comondu,2260,Jalisco (Palos Verdes C6-C),R,"25°25´16.570N""","111°46´29.741W""",28,G12C37
30012266,3,Baja California Sur,1,Comondu,2266,Galeana Lote 8,R,"25°23´15.325N""","111°44´13.831W""",40,G12C37
30012269,3,Baja California Sur,1,Comondu,2269,Galeana Lote 27,R,"25°20´01.891N""","111°42´48.696W""",52,G12C37
30012270,3,Baja California Sur,1,Comondu,2270,San Juan Bosco Lote 6,R,"25°19´12.693N""","111°51´09.371W""",22,G12C37
30012275,3,Baja California Sur,1,Comondu,2275,Fierro Encinas Lote 15,R,"25°19´51.418N""","111°45´22.158W""",40,G12C37
30012280,3,Baja California Sur,1,Comondu,2280,San Rafael,R,"25°22´55.086N""","111°59´10.284W""",19,G12C37
30012281,3,Baja California Sur,1,Comondu,2281,Los Perdidos,R,"25°21´50.391N""","111°57´52.185W""",18,G12C37
30012282,3,Baja California Sur,1,Comondu,2282,Buenos Aires Lote 44,R,"25°18´51.723N""","111°44´48.791W""",40,G12C37
30012286,3,Baja California Sur,1,Comondu,2286,Ninguno [CBTA 27],R,"25°15´43.329N""","111°45´16.085W""",34,G12C37
30012290,3,Baja California Sur,1,Comondu,2290,Fernando De La Toba Lote 83,R,"25°15´31.041N""","111°41´58.169W""",40,G12C37
30012292,3,Baja California Sur,1,Comondu,2292,Fernando De La Toba Lote 68,R,"25°14´55.368N""","111°44´37.173W""",35,G12C47
30012296,3,Baja California Sur,1,Comondu,2296,Las Avispas,R,"25°15´42.349N""","111°09´10.195W""",280,G12C39
30012298,3,Baja California Sur,1,Comondu,2298,Fernando De La Toba Lote 50,R,"25°13´30.694N""","111°44´26.795W""",40,G12C47
30012299,3,Baja California Sur,1,Comondu,2299,Fernando De La Toba Lote 56,R,"25°13´33.319N""","111°40´59.976W""",53,G12C47
30012301,3,Baja California Sur,1,Comondu,2301,Rio Mayo Lote 10,R,"25°11´56.355N""","111°48´49.472W""",35,G12C47
30012302,3,Baja California Sur,1,Comondu,2302,Rio Mayo Lote 5,R,"25°11´36.588N""","111°50´09.863W""",32,G12C47
30012303,3,Baja California Sur,1,Comondu,2303,Rio Mayo Lote 3,R,"25°11´03.655N""","111°50´42.010W""",31,G12C47
30012309,3,Baja California Sur,1,Comondu,2309,Nueva California Lote 82,R,"25°09´21.631N""","111°45´46.523W""",40,G12C47
30012310,3,Baja California Sur,1,Comondu,2310,Nueva California Lote 99,R,"25°07´38.563N""","111°49´05.360W""",34,G12C47
30012315,3,Baja California Sur,1,Comondu,2315,Guadalajara Lote 2-A,R,"25°03´26.645N""","111°50´13.044W""",39,G12C47
30012316,3,Baja California Sur,1,Comondu,2316,Guadalajara Lote 1,R,"25°03´03.020N""","111°49´25.460W""",40,G12C47
30012318,3,Baja California Sur,1,Comondu,2318,Guanajuato Lote 19,R,"25°00´13.879N""","111°44´53.747W""",37,G12C47
30012325,3,Baja California Sur,1,Comondu,2325,La Laguneta,R,"25°12´27.806N""","111°17´13.894W""",182,G12C49
30012327,3,Baja California Sur,1,Comondu,2327,San Lorenzo,R,"25°06´01.051N""","111°19´47.336W""",160,G12C49
30012329,3,Baja California Sur,1,Comondu,2329,Guadalupe De La Picota,R,"25°04´06.853N""","111°11´14.579W""",226,G12C49
30012330,3,Baja California Sur,1,Comondu,2330,El Paisano,R,"25°01´57.802N""","111°11´58.741W""",238,G12C49
30012336,3,Baja California Sur,1,Comondu,2336,El Chamizal Lote 5,R,"25°31´25.239N""","111°51´45.487W""",18,G12C27
30012338,3,Baja California Sur,1,Comondu,2338,El Chamizal Lote 10,R,"25°30´39.262N""","111°52´08.644W""",15,G12C27
30012346,3,Baja California Sur,1,Comondu,2346,San Silvestre,R,"24°57´41.650N""","111°20´49.258W""",129,G12C58
30012356,3,Baja California Sur,1,Comondu,2356,El Cielo,R,"25°08´10.969N""","111°19´38.858W""",149,G12C49
30012357,3,Baja California Sur,1,Comondu,2357,Sinaloa Lote 12,R,"25°07´38.586N""","111°43´25.440W""",39,G12C47
30012358,3,Baja California Sur,1,Comondu,2358,Sinaloa Lote 21,R,"25°10´03.654N""","111°41´50.365W""",56,G12C47
30012370,3,Baja California Sur,1,Comondu,2370,Los Cajoncitos,R,"26°06´42.220N""","111°53´34.487W""",535,G12A87
30012375,3,Baja California Sur,1,Comondu,2375,La Esperanza,R,"26°01´19.863N""","111°45´52.067W""",553,G12A87
30012378,3,Baja California Sur,1,Comondu,2378,El Ojito De Agua,R,"25°50´12.293N""","111°46´36.320W""",170,G12C17
30012379,3,Baja California Sur,1,Comondu,2379,El Cajon,R,"25°41´28.742N""","111°46´35.663W""",75,G12C27
30012381,3,Baja California Sur,1,Comondu,2381,Ejido Santo Domingo Grupo 31,R,"25°31´08.036N""","111°50´17.241W""",24,G12C27
30012382,3,Baja California Sur,1,Comondu,2382,Ejido Santo Domingo Grupo 23,R,"25°30´29.841N""","111°48´48.080W""",29,G12C27
30012385,3,Baja California Sur,1,Comondu,2385,El Chamizal Lote 1-8,R,"25°30´00.525N""","111°53´06.886W""",12,G12C27
30012389,3,Baja California Sur,1,Comondu,2389,Ejido Santo Domingo Grupo 4,R,"25°27´36.460N""","111°54´39.619W""",11,G12C37
30012390,3,Baja California Sur,1,Comondu,2390,Ejido Santo Domingo Grupo 5,R,"25°27´19.355N""","111°55´05.374W""",10,G12C37
30012394,3,Baja California Sur,1,Comondu,2394,La Purisima Lote C3-F,R,"25°27´04.508N""","111°50´46.734W""",19,G12C37
30012395,3,Baja California Sur,1,Comondu,2395,La Purisima Lote C3-G,R,"25°27´06.096N""","111°49´58.514W""",21,G12C37
30012396,3,Baja California Sur,1,Comondu,2396,Jalisco Lote C3-MVW,R,"25°25´49.660N""","111°50´24.283W""",21,G12C37
30012397,3,Baja California Sur,1,Comondu,2397,Jalisco Lote C3-X,R,"25°25´33.382N""","111°49´00.228W""",23,G12C37
30012400,3,Baja California Sur,1,Comondu,2400,Fierro Encinas Dos Lote 1,R,"25°19´12.513N""","111°46´40.060W""",33,G12C37
30012401,3,Baja California Sur,1,Comondu,2401,Fierro Encinas Dos Lote 5,R,"25°18´21.924N""","111°46´43.101W""",30,G12C37
30012402,3,Baja California Sur,1,Comondu,2402,Fierro Encinas Dos (Rancho Celis),R,"25°19´00.613N""","111°45´50.068W""",38,G12C37
30012403,3,Baja California Sur,1,Comondu,2403,Santa Fe Dos Lote 71,R,"25°18´57.123N""","111°42´13.952W""",51,G12C37
30012404,3,Baja California Sur,1,Comondu,2404,Santa Fe Dos Lote 71-A,R,"25°19´24.578N""","111°41´50.138W""",57,G12C37
30012405,3,Baja California Sur,1,Comondu,2405,Ley Federal De Aguas Numero Uno Lote 3,R,"25°26´36.924N""","111°47´06.693W""",34,G12C37
30012406,3,Baja California Sur,1,Comondu,2406,Ley Federal De Aguas Numero Uno Lote 8,R,"25°25´42.231N""","111°47´39.686W""",29,G12C37
30012409,3,Baja California Sur,1,Comondu,2409,La Laguna Lotes 26 Y 27,R,"25°14´55.781N""","111°47´17.446W""",29,G12C47
30012411,3,Baja California Sur,1,Comondu,2411,Rio Mayo Lote 2,R,"25°11´34.538N""","111°50´40.185W""",31,G12C47
30012412,3,Baja California Sur,1,Comondu,2412,Villa Hidalgo Lote 28,R,"25°09´28.622N""","111°55´19.276W""",19,G12C47
30012414,3,Baja California Sur,1,Comondu,2414,Mexicali Lote 12,R,"25°11´11.420N""","111°36´41.790W""",70,G12C48
30012417,3,Baja California Sur,1,Comondu,2417,Sinaloa (Frutales Del Valle),R,"25°07´35.353N""","111°42´58.804W""",41,G12C47
30012418,3,Baja California Sur,1,Comondu,2418,Salvatierra (Las Bramonas),R,"25°07´26.770N""","111°42´52.814W""",43,G12C47
30012427,3,Baja California Sur,1,Comondu,2427,Ejido La Granada Lote 23,R,"24°56´38.389N""","111°41´45.802W""",37,G12C57
30012428,3,Baja California Sur,1,Comondu,2428,Las Delicias Lote 9,R,"24°57´09.804N""","111°43´22.566W""",32,G12C57
30012430,3,Baja California Sur,1,Comondu,2430,El Pozo Numero Uno,R,"24°58´37.210N""","111°21´59.673W""",124,G12C58
30012432,3,Baja California Sur,1,Comondu,2432,El Toro,R,"24°54´48.278N""","111°32´42.639W""",60,G12C58
30012433,3,Baja California Sur,1,Comondu,2433,Las Compostelas (El Sacrificio),R,"24°53´27.172N""","111°42´02.289W""",25,G12C57
30012434,3,Baja California Sur,1,Comondu,2434,Las Compostelas (Las Isabeles),R,"24°53´09.774N""","111°42´07.109W""",24,G12C57
30012435,3,Baja California Sur,1,Comondu,2435,Flores Rodriguez Lote 2,R,"24°51´45.714N""","111°41´47.096W""",23,G12C57
30012442,3,Baja California Sur,1,Comondu,2442,La Vinateria,R,"26°10´51.578N""","112°06´17.010W""",87,G12A86
30012447,3,Baja California Sur,1,Comondu,2447,Cerro Gordo,R,"26°11´01.963N""","112°05´29.986W""",97,G12A86
30012449,3,Baja California Sur,1,Comondu,2449,La Barrita,R,"24°47´48.024N""","112°16´02.985W""",8,G12C56
30012450,3,Baja California Sur,1,Comondu,2450,La Barrita,R,"24°46´53.972N""","112°15´41.614W""",9,G12C56
30012458,3,Baja California Sur,1,Comondu,2458,El Agua Escondida,R,"26°09´52.381N""","112°13´49.966W""",59,G12A86
30012459,3,Baja California Sur,1,Comondu,2459,El Agua Relumbrosa,R,"25°24´29.987N""","111°21´56.787W""",242,G12C38
30012462,3,Baja California Sur,1,Comondu,2462,El Aguajito,R,"25°19´36.505N""","111°18´05.302W""",239,G12C39
30012470,3,Baja California Sur,1,Comondu,2470,Calderon,R,"26°14´31.491N""","111°56´56.573W""",408,G12A87
30012472,3,Baja California Sur,1,Comondu,2472,El Cardal,R,"25°12´34.690N""","111°20´41.800W""",151,G12C48
30012473,3,Baja California Sur,1,Comondu,2473,El Cardon Escrito,R,"26°04´41.877N""","111°49´12.026W""",464,G12A87
30012474,3,Baja California Sur,1,Comondu,2474,Familia Carrillo,R,"26°16´21.278N""","112°12´01.109W""",111,G12A76
30012476,3,Baja California Sur,1,Comondu,2476,El Chicharron,R,"26°03´55.082N""","112°16´24.243W""",9,G12A86
30012477,3,Baja California Sur,1,Comondu,2477,La Chuparrosa,R,"26°13´47.087N""","111°58´18.035W""",360,G12A87
30012480,3,Baja California Sur,1,Comondu,2480,Fernando De La Toba Lote 130,R,"25°16´40.523N""","111°47´10.874W""",27,G12C37
30012481,3,Baja California Sur,1,Comondu,2481,Fernando De La Toba (Ferinsa),R,"25°16´51.848N""","111°47´14.687W""",28,G12C37
30012482,3,Baja California Sur,1,Comondu,2482,Fernando De La Toba Lote 38,R,"25°12´43.433N""","111°40´51.086W""",56,G12C47
30012484,3,Baja California Sur,1,Comondu,2484,La Trinidad,R,"25°59´57.294N""","111°50´16.421W""",368,G12C17
30012485,3,Baja California Sur,1,Comondu,2485,Jalisco Lote 5 C3MZM,R,"25°26´43.066N""","111°50´33.638W""",21,G12C37
30012486,3,Baja California Sur,1,Comondu,2486,La Purisima Lote MZ1,R,"25°27´04.560N""","111°51´58.935W""",16,G12C37
30012489,3,Baja California Sur,1,Comondu,2489,Las Delicias (Rancho Guzman),R,"24°57´10.217N""","111°38´26.351W""",45,G12C58
30012492,3,Baja California Sur,1,Comondu,2492,Nueva California Lote 57-B,R,"25°07´20.150N""","111°46´04.205W""",41,G12C47
30012493,3,Baja California Sur,1,Comondu,2493,Revolucion Mexicana Lote 77,R,"25°00´34.945N""","111°37´07.926W""",55,G12C48
30012499,3,Baja California Sur,1,Comondu,2499,Sinaloa Lote 8,R,"25°08´20.404N""","111°43´47.507W""",38,G12C47
30012506,3,Baja California Sur,1,Comondu,2506,La Cuestecita,R,"26°16´44.344N""","112°08´30.629W""",294,G12A76
30012507,3,Baja California Sur,1,Comondu,2507,El Desengaño,R,"25°21´22.046N""","111°59´31.003W""",18,G12C37
30012510,3,Baja California Sur,1,Comondu,2510,Las Estiladeras,R,"26°10´39.586N""","112°13´54.082W""",39,G12A86
30012513,3,Baja California Sur,1,Comondu,2513,Grupo Solidario Hermanos Ocampo,R,"25°03´10.141N""","111°48´39.456W""",39,G12C47
30012517,3,Baja California Sur,1,Comondu,2517,La Jicama,R,"26°24´10.261N""","112°01´28.862W""",532,G12A76
30012519,3,Baja California Sur,1,Comondu,2519,El Mauto,R,"26°26´19.663N""","112°10´46.049W""",356,G12A76
30012521,3,Baja California Sur,1,Comondu,2521,Mesa De Las Mulas,R,"26°23´46.065N""","112°07´03.410W""",586,G12A76
30012523,3,Baja California Sur,1,Comondu,2523,El Mezquital,R,"26°14´10.570N""","112°20´47.773W""",1,G12A85
30012525,3,Baja California Sur,1,Comondu,2525,La Muñeca,R,"26°02´43.548N""","111°45´34.441W""",578,G12A87
30012530,3,Baja California Sur,1,Comondu,2530,La Pimientilla,R,"26°18´03.401N""","112°10´08.387W""",151,G12A76
30012532,3,Baja California Sur,1,Comondu,2532,El Portezuelo,R,"25°17´04.142N""","111°17´09.408W""",218,G12C39
30012533,3,Baja California Sur,1,Comondu,2533,Los Prados,R,"25°20´25.423N""","112°04´29.692W""",9,G12C36
30012535,3,Baja California Sur,1,Comondu,2535,Rancho Calderon,R,"24°49´39.988N""","111°38´19.436W""",27,G12C58
30012536,3,Baja California Sur,1,Comondu,2536,La Laguna Del Mezquital,R,"25°40´52.483N""","111°56´39.603W""",39,G12C27
30012542,3,Baja California Sur,1,Comondu,2542,San Lucas,R,"24°57´40.634N""","111°19´48.336W""",132,G12C59
30012545,3,Baja California Sur,1,Comondu,2545,El Nayo,R,"26°19´50.974N""","111°53´28.463W""",340,G12A77
30012546,3,Baja California Sur,1,Comondu,2546,Llano De La Perra,R,"26°19´31.251N""","111°57´37.931W""",200,G12A77
30012552,3,Baja California Sur,1,Comondu,2552,Las Tinajas,R,"26°01´04.600N""","111°48´59.884W""",339,G12A87
30012553,3,Baja California Sur,1,Comondu,2553,Las Tinajitas,R,"26°28´58.418N""","112°11´30.006W""",742,G12A76
30012554,3,Baja California Sur,1,Comondu,2554,Escorpion Beach,R,"26°14´37.054N""","112°28´37.993W""",4,G12A85
30012555,3,Baja California Sur,1,Comondu,2555,La Travesia,R,"26°29´35.531N""","112°23´32.896W""",122,G12A75
30012658,3,Baja California Sur,1,Comondu,2658,Fernando De La Toba Lote 126,R,"25°16´26.306N""","111°47´16.331W""",27,G12C37
30012662,3,Baja California Sur,1,Comondu,2662,El Aparejo,R,"26°12´42.874N""","111°59´31.797W""",303,G12A87
30012664,3,Baja California Sur,1,Comondu,2664,San Miguel,R,"26°04´35.645N""","112°03´39.455W""",93,G12A86
