Mapa,Cve_Ent,Nom_Ent,Cve_Mun,Nom_Mun,Cve_Loc,Nom_Loc,Ambito,Latitud,Longitud,Altitud,Cve_Carta
30010001,3,Baja California Sur,1,Comondu,1,Ciudad Constitucion,U,"25°02´04.688N""","111°40´24.022W""",49,G12C47
30010003,3,Baja California Sur,1,Comondu,3,Puerto Adolfo Lopez Mateos,R,"25°11´34.462N""","112°06´38.209W""",2,G12C46
30010008,3,Baja California Sur,1,Comondu,8,Agua Escondida,R,"26°04´57.967N""","112°02´01.748W""",124,G12A86
30010011,3,Baja California Sur,1,Comondu,11,El Aguajito Uno,R,"25°23´40.560N""","111°29´00.439W""",142,G12C38
30010018,3,Baja California Sur,1,Comondu,18,Alvarez Lote 5,R,"25°22´39.014N""","111°49´10.897W""",28,G12C37
30010020,3,Baja California Sur,1,Comondu,20,Andachires,R,"25°23´07.280N""","111°30´22.921W""",110,G12C38
30010027,3,Baja California Sur,1,Comondu,27,Puerto Magdalena,R,"24°38´04.026N""","112°08´23.545W""",3,G12C66
30010031,3,Baja California Sur,1,Comondu,31,Batequitos,R,"25°08´31.554N""","111°21´24.066W""",140,G12C48
30010035,3,Baja California Sur,1,Comondu,35,Benito Juarez,R,"25°06´58.412N""","111°49´33.418W""",33,G12C47
30010042,3,Baja California Sur,1,Comondu,42,Buenos Aires,R,"24°56´22.619N""","111°10´57.507W""",224,G12C59
30010044,3,Baja California Sur,1,Comondu,44,Cabo San Lazaro,R,"24°47´36.494N""","112°18´03.843W""",60,G12C56
30010045,3,Baja California Sur,1,Comondu,45,Cadeje,R,"26°22´40.459N""","112°30´44.503W""",75,G12A75
30010046,3,Baja California Sur,1,Comondu,46,La Calabaza,R,"25°25´42.341N""","111°29´20.212W""",129,G12C38
30010047,3,Baja California Sur,1,Comondu,47,Caleju,R,"26°19´22.959N""","111°58´01.049W""",198,G12A77
30010049,3,Baja California Sur,1,Comondu,49,Las Barrancas,R,"26°00´07.784N""","112°11´50.711W""",9,G12A86
30010050,3,Baja California Sur,1,Comondu,50,El Canelo,R,"25°37´39.240N""","111°49´00.243W""",37,G12C27
30010052,3,Baja California Sur,1,Comondu,52,El Cantil,R,"25°15´14.509N""","111°24´52.905W""",150,G12C38
30010055,3,Baja California Sur,1,Comondu,55,Carambuche,R,"26°12´57.510N""","112°01´14.427W""",127,G12A86
30010068,3,Baja California Sur,1,Comondu,68,Coahuila Lote 11,R,"24°54´32.798N""","111°35´36.792W""",50,G12C58
30010105,3,Baja California Sur,1,Comondu,105,La Escondida,R,"26°23´26.668N""","112°27´02.920W""",101,G12A75
30010111,3,Baja California Sur,1,Comondu,111,Jalisco Lote C6-K,R,"25°24´26.080N""","111°47´34.705W""",24,G12C37
30010112,3,Baja California Sur,1,Comondu,112,Francisco Villa,R,"25°48´10.922N""","112°01´43.019W""",33,G12C16
30010113,3,Baja California Sur,1,Comondu,113,La Frutilla Lote 2,R,"24°57´44.641N""","111°42´23.526W""",36,G12C57
30010127,3,Baja California Sur,1,Comondu,127,La Higuerita,R,"25°26´49.110N""","111°26´39.341W""",159,G12C38
30010133,3,Baja California Sur,1,Comondu,133,Ciudad Insurgentes,U,"25°15´50.776N""","111°46´38.863W""",34,G12C37
30010137,3,Baja California Sur,1,Comondu,137,Jesus Maria,R,"25°19´52.012N""","111°25´42.502W""",155,G12C38
30010153,3,Baja California Sur,1,Comondu,153,La Lomboyosa,R,"26°19´04.308N""","111°51´23.759W""",329,G12A77
30010159,3,Baja California Sur,1,Comondu,159,Magisterial Lote 611-2,R,"24°55´12.724N""","111°40´59.249W""",34,G12C57
30010162,3,Baja California Sur,1,Comondu,162,Maria Auxiliadora,R,"25°25´38.839N""","111°54´01.996W""",20,G12C37
30010164,3,Baja California Sur,1,Comondu,164,La Matancita,R,"25°18´59.229N""","111°26´29.643W""",144,G12C38
30010181,3,Baja California Sur,1,Comondu,181,El Ojo De Agua,R,"24°57´56.112N""","111°20´31.104W""",129,G12C58
30010182,3,Baja California Sur,1,Comondu,182,El Ojo De Agua,R,"26°19´46.633N""","111°58´39.484W""",190,G12A77
30010183,3,Baja California Sur,1,Comondu,183,El Duguajal,R,"26°21´30.620N""","111°55´17.078W""",221,G12A77
30010193,3,Baja California Sur,1,Comondu,193,Palo Bola,R,"25°04´01.638N""","111°38´32.276W""",57,G12C48
30010198,3,Baja California Sur,1,Comondu,198,Los Paredones,R,"26°23´53.203N""","111°58´09.460W""",259,G12A77
30010200,3,Baja California Sur,1,Comondu,200,Paso Hondo,R,"26°20´50.277N""","112°10´22.287W""",190,G12A76
30010201,3,Baja California Sur,1,Comondu,201,Llano Los Patitos Lote 3,R,"24°58´08.694N""","111°44´04.506W""",34,G12C57
30010206,3,Baja California Sur,1,Comondu,206,La Petaca,R,"25°22´19.000N""","111°15´08.768W""",286,G12C39
30010211,3,Baja California Sur,1,Comondu,211,Los Pilares,R,"25°52´38.430N""","111°47´09.082W""",203,G12C17
30010217,3,Baja California Sur,1,Comondu,217,El Porvenir,R,"25°20´05.926N""","111°10´53.750W""",300,G12C39
30010224,3,Baja California Sur,1,Comondu,224,La Poza Grande,R,"25°46´06.174N""","112°01´36.067W""",25,G12C16
30010238,3,Baja California Sur,1,Comondu,238,Puente De Madera,R,"26°01´43.427N""","111°50´49.950W""",180,G12A87
30010241,3,Baja California Sur,1,Comondu,241,Puerto Alcatraz,R,"24°30´16.928N""","111°50´47.485W""",4,G12C67
30010242,3,Baja California Sur,1,Comondu,242,Puerto Cortes,R,"24°28´40.303N""","111°49´17.909W""",25,G12C77
30010244,3,Baja California Sur,1,Comondu,244,La Purisima,R,"26°11´17.831N""","112°04´26.978W""",100,G12A86
30010245,3,Baja California Sur,1,Comondu,245,San Dionisio Quepo,R,"25°19´23.453N""","111°19´22.509W""",230,G12C39
30010253,3,Baja California Sur,1,Comondu,253,Rancho Nuevo,R,"25°23´33.084N""","111°12´31.716W""",334,G12C39
30010254,3,Baja California Sur,1,Comondu,254,Rancho Nuevo,R,"25°12´47.416N""","111°16´47.575W""",193,G12C49
30010266,3,Baja California Sur,1,Comondu,266,Ramaditas,R,"25°07´21.664N""","111°57´23.631W""",18,G12C47
30010270,3,Baja California Sur,1,Comondu,270,San Agustin,R,"24°49´52.680N""","111°48´34.910W""",19,G12C57
30010271,3,Baja California Sur,1,Comondu,271,San Andres,R,"25°47´51.004N""","111°46´45.652W""",116,G12C17
30010277,3,Baja California Sur,1,Comondu,277,San Antonio,R,"25°36´31.847N""","111°36´57.625W""",141,G12C28
30010278,3,Baja California Sur,1,Comondu,278,San Bartolo,R,"25°27´00.398N""","111°28´06.970W""",152,G12C38
30010280,3,Baja California Sur,1,Comondu,280,Puerto San Carlos,U,"24°47´23.084N""","112°06´29.023W""",3,G12C56
30010282,3,Baja California Sur,1,Comondu,282,San Eulogio,R,"25°12´48.414N""","111°14´33.842W""",212,G12C49
30010291,3,Baja California Sur,1,Comondu,291,San Isidro,R,"26°12´15.291N""","112°02´30.442W""",116,G12A86
30010293,3,Baja California Sur,1,Comondu,293,San Jose De Comondu,R,"26°03´31.560N""","111°49´25.305W""",278,G12A87
30010294,3,Baja California Sur,1,Comondu,294,San Jose De Guajademi,R,"26°23´04.596N""","112°09´47.607W""",236,G12A76
30010295,3,Baja California Sur,1,Comondu,295,San Jose De La Noria,R,"25°24´20.450N""","111°06´51.843W""",370,G12C39
30010315,3,Baja California Sur,1,Comondu,315,San Martin,R,"26°21´20.420N""","111°54´35.313W""",227,G12A77
30010316,3,Baja California Sur,1,Comondu,316,San Mateo Uno,R,"25°29´58.985N""","111°26´26.765W""",192,G12C38
30010319,3,Baja California Sur,1,Comondu,319,San Miguel De Comondu,R,"26°02´17.206N""","111°50´04.757W""",245,G12A87
30010325,3,Baja California Sur,1,Comondu,325,San Ramon,R,"25°16´59.060N""","111°16´31.057W""",226,G12C39
30010331,3,Baja California Sur,1,Comondu,331,Santa Rosa,R,"25°23´32.882N""","111°11´41.886W""",337,G12C39
30010335,3,Baja California Sur,1,Comondu,335,Santo Domingo,R,"25°29´21.252N""","111°55´05.994W""",19,G12C37
30010336,3,Baja California Sur,1,Comondu,336,Santo Tomas,R,"25°22´59.718N""","111°14´02.029W""",309,G12C39
30010349,3,Baja California Sur,1,Comondu,349,Siempre Viva,R,"25°34´45.120N""","111°32´17.125W""",183,G12C28
30010355,3,Baja California Sur,1,Comondu,355,Teotlan,R,"25°09´25.229N""","111°54´44.873W""",21,G12C47
30010359,3,Baja California Sur,1,Comondu,359,Las Tinajitas,R,"26°04´11.388N""","111°49´16.239W""",421,G12A87
30010366,3,Baja California Sur,1,Comondu,366,El Tulillo,R,"25°24´17.836N""","111°10´22.919W""",361,G12C39
30010379,3,Baja California Sur,1,Comondu,379,Villa Hidalgo,R,"25°08´52.210N""","111°56´01.569W""",20,G12C47
30010380,3,Baja California Sur,1,Comondu,380,Villa Morelos,R,"24°55´46.844N""","111°37´47.383W""",45,G12C58
30010382,3,Baja California Sur,1,Comondu,382,La Vinateria,R,"26°06´03.410N""","111°50´11.359W""",519,G12A87
30010387,3,Baja California Sur,1,Comondu,387,Villa Ignacio Zaragoza,R,"25°23´49.363N""","111°50´34.517W""",23,G12C37
30010390,3,Baja California Sur,1,Comondu,390,Ley Federal De Aguas Numero Uno,R,"25°20´14.532N""","111°38´23.312W""",57,G12C38
30010391,3,Baja California Sur,1,Comondu,391,Ley Federal De Aguas Numero Dos,R,"25°15´29.559N""","111°37´43.541W""",64,G12C38
30010392,3,Baja California Sur,1,Comondu,392,Ley Federal De Aguas Numero Tres,R,"25°15´03.843N""","111°33´47.474W""",79,G12C38
30010393,3,Baja California Sur,1,Comondu,393,Ley Federal De Aguas Numero Cuatro,R,"25°12´13.961N""","111°33´44.605W""",77,G12C48
30010394,3,Baja California Sur,1,Comondu,394,Ley Federal De Aguas Numero Cinco,R,"25°05´48.024N""","111°31´48.856W""",81,G12C48
30010397,3,Baja California Sur,1,Comondu,397,Josefa Ortiz De Dominguez,R,"25°00´04.567N""","111°50´00.888W""",31,G12C47
30010398,3,Baja California Sur,1,Comondu,398,Tepentu,R,"25°05´31.729N""","111°19´20.055W""",166,G12C49
30010399,3,Baja California Sur,1,Comondu,399,Los Achemes,R,"24°56´21.333N""","111°12´14.468W""",204,G12C59
30010401,3,Baja California Sur,1,Comondu,401,El Aguajito,R,"25°03´51.275N""","110°59´30.938W""",374,G12D41
30010411,3,Baja California Sur,1,Comondu,411,La Pila,R,"25°04´17.414N""","110°59´07.505W""",387,G12D41
30010427,3,Baja California Sur,1,Comondu,427,El Batequi,R,"24°59´23.168N""","111°25´13.052W""",104,G12C58
30010428,3,Baja California Sur,1,Comondu,428,Las Bebelamas,R,"24°56´52.099N""","111°10´26.122W""",220,G12C59
30010432,3,Baja California Sur,1,Comondu,432,Boca De San Carlos,R,"25°17´55.665N""","111°08´23.639W""",298,G12C39
30010443,3,Baja California Sur,1,Comondu,443,Calagua,R,"26°21´24.240N""","111°50´00.599W""",241,G12A77
30010450,3,Baja California Sur,1,Comondu,450,Puerto Cancun,R,"24°32´54.254N""","111°44´47.403W""",8,G12C67
30010461,3,Baja California Sur,1,Comondu,461,La Casita,R,"25°45´09.322N""","111°43´44.081W""",167,G12C17
30010464,3,Baja California Sur,1,Comondu,464,Los Cerritos,R,"25°11´24.552N""","111°24´53.782W""",137,G12C48
30010465,3,Baja California Sur,1,Comondu,465,Los Cerritos,R,"25°32´48.043N""","111°47´31.934W""",44,G12C27
30010469,3,Baja California Sur,1,Comondu,469,El Chamizal Lote 14,R,"25°30´27.527N""","111°53´36.758W""",12,G12C27
30010471,3,Baja California Sur,1,Comondu,471,El Chicural,R,"25°27´56.297N""","111°24´47.933W""",172,G12C38
30010472,3,Baja California Sur,1,Comondu,472,El Chipi,R,"26°00´50.469N""","111°45´05.082W""",521,G12A87
30010476,3,Baja California Sur,1,Comondu,476,El Codey,R,"24°59´17.803N""","111°15´15.304W""",183,G12C59
30010479,3,Baja California Sur,1,Comondu,479,El Conejo,R,"25°16´49.319N""","111°58´17.823W""",19,G12C37
30010482,3,Baja California Sur,1,Comondu,482,El Corralito,R,"25°19´59.821N""","111°23´25.459W""",179,G12C38
30010483,3,Baja California Sur,1,Comondu,483,El Coyote,R,"24°49´33.500N""","111°34´43.971W""",40,G12C58
30010484,3,Baja California Sur,1,Comondu,484,El Crucerito,R,"26°19´58.446N""","111°46´35.352W""",280,G12A77
30010486,3,Baja California Sur,1,Comondu,486,La Cruz,R,"25°22´05.742N""","111°16´18.181W""",291,G12C39
30010488,3,Baja California Sur,1,Comondu,488,Cuedas,R,"24°54´04.272N""","111°14´59.251W""",173,G12C59
30010489,3,Baja California Sur,1,Comondu,489,La Cueva,R,"25°02´22.678N""","111°02´11.444W""",335,G12C49
30010506,3,Baja California Sur,1,Comondu,506,El Frijol,R,"24°57´20.142N""","111°19´03.449W""",139,G12C59
30010511,3,Baja California Sur,1,Comondu,511,El Rincon De Las Garzas,R,"25°08´27.033N""","111°19´48.336W""",150,G12C49
30010514,3,Baja California Sur,1,Comondu,514,El Gramal,R,"25°03´02.416N""","111°06´48.461W""",281,G12C49
30010522,3,Baja California Sur,1,Comondu,522,El Higuajil,R,"24°58´52.875N""","111°23´51.832W""",113,G12C58
30010523,3,Baja California Sur,1,Comondu,523,La Huerta,R,"25°01´55.367N""","111°03´42.711W""",323,G12C49
30010533,3,Baja California Sur,1,Comondu,533,Las Jarillas,R,"26°04´57.052N""","112°09´10.319W""",53,G12A86
30010534,3,Baja California Sur,1,Comondu,534,Buenos Aires,R,"26°28´50.055N""","112°08´07.872W""",378,G12A76
30010542,3,Baja California Sur,1,Comondu,542,Laredo,R,"25°23´27.396N""","111°12´08.487W""",339,G12C39
30010559,3,Baja California Sur,1,Comondu,559,Los Mezquitones,R,"25°21´28.019N""","111°16´17.620W""",273,G12C39
30010573,3,Baja California Sur,1,Comondu,573,Las Norias,R,"25°23´23.367N""","111°08´30.999W""",353,G12C39
30010577,3,Baja California Sur,1,Comondu,577,San Juan De La Cruz,R,"24°53´28.818N""","111°13´56.116W""",192,G12C59
30010578,3,Baja California Sur,1,Comondu,578,El Pabellon,R,"26°06´06.140N""","111°53´06.366W""",556,G12A87
30010581,3,Baja California Sur,1,Comondu,581,Los Pajaros,R,"26°23´33.208N""","111°46´44.967W""",280,G12A77
30010587,3,Baja California Sur,1,Comondu,587,Palo Fierro,R,"26°07´49.565N""","111°47´41.499W""",488,G12A87
30010590,3,Baja California Sur,1,Comondu,590,Los Palos Verdes,R,"25°00´43.604N""","111°27´18.426W""",91,G12C48
30010601,3,Baja California Sur,1,Comondu,601,El Pato,R,"25°19´23.907N""","111°11´47.334W""",272,G12C39
30010605,3,Baja California Sur,1,Comondu,605,La Picota,R,"25°05´03.775N""","111°13´57.657W""",200,G12C49
30010609,3,Baja California Sur,1,Comondu,609,Las Pimientillas,R,"25°04´32.735N""","111°25´28.823W""",118,G12C48
30010611,3,Baja California Sur,1,Comondu,611,La Pocita,R,"25°22´40.031N""","111°09´55.714W""",327,G12C39
30010612,3,Baja California Sur,1,Comondu,612,El Portezuelo,R,"25°02´36.055N""","111°05´03.514W""",291,G12C49
30010614,3,Baja California Sur,1,Comondu,614,La Poza Del Bule,R,"25°03´13.741N""","111°07´25.526W""",268,G12C49
30010615,3,Baja California Sur,1,Comondu,615,La Poza Del Gato,R,"25°04´25.341N""","111°07´05.075W""",282,G12C49
30010616,3,Baja California Sur,1,Comondu,616,La Poza Del Leon,R,"25°21´46.746N""","111°10´24.214W""",324,G12C39
30010621,3,Baja California Sur,1,Comondu,621,La Poza Larga,R,"25°03´38.463N""","111°08´36.990W""",243,G12C49
30010622,3,Baja California Sur,1,Comondu,622,La Poza Muerta,R,"25°19´40.522N""","111°18´33.660W""",232,G12C39
30010630,3,Baja California Sur,1,Comondu,630,La Ramadita,R,"25°06´14.400N""","111°04´23.956W""",302,G12C49
30010632,3,Baja California Sur,1,Comondu,632,El Ranchito,R,"24°58´05.082N""","111°20´45.954W""",127,G12C58
30010643,3,Baja California Sur,1,Comondu,643,El Refugio,R,"24°47´12.325N""","111°45´38.895W""",12,G12C57
30010650,3,Baja California Sur,1,Comondu,650,El Saltito,R,"25°03´16.143N""","111°01´44.843W""",332,G12C49
30010656,3,Baja California Sur,1,Comondu,656,San Antonio,R,"25°21´39.029N""","111°06´45.587W""",344,G12C39
30010661,3,Baja California Sur,1,Comondu,661,San Bernardo,R,"25°01´40.621N""","111°31´34.092W""",79,G12C48
30010662,3,Baja California Sur,1,Comondu,662,San Buto [Campo Pesquero],R,"24°47´03.446N""","112°03´07.759W""",-2,G12C56
30010665,3,Baja California Sur,1,Comondu,665,San Cipriano,R,"25°21´10.968N""","111°22´50.857W""",192,G12C38
30010674,3,Baja California Sur,1,Comondu,674,San Ignacio,R,"25°20´53.551N""","111°09´55.752W""",311,G12C39
30010677,3,Baja California Sur,1,Comondu,677,San Jose Del Parral,R,"24°52´26.261N""","111°15´01.470W""",157,G12C59
30010680,3,Baja California Sur,1,Comondu,680,San Juan,R,"25°23´42.442N""","111°08´10.915W""",360,G12C39
30010684,3,Baja California Sur,1,Comondu,684,San Luisito,R,"24°56´09.893N""","111°19´38.899W""",128,G12C59
30010686,3,Baja California Sur,1,Comondu,686,San Miguel De Velazquez,R,"25°01´13.075N""","111°28´21.257W""",87,G12C48
30010689,3,Baja California Sur,1,Comondu,689,San Venancio,R,"25°51´08.008N""","111°53´17.543W""",102,G12C17
30010693,3,Baja California Sur,1,Comondu,693,Santa Adelaida,R,"24°56´51.278N""","111°54´13.306W""",15,G12C57
30010697,3,Baja California Sur,1,Comondu,697,Santa Isabel,R,"25°12´57.104N""","111°16´35.251W""",194,G12C49
30010700,3,Baja California Sur,1,Comondu,700,Santa Teresa,R,"25°08´22.480N""","111°33´53.890W""",71,G12C48
30010706,3,Baja California Sur,1,Comondu,706,El Saucito,R,"26°05´59.181N""","112°12´38.586W""",20,G12A86
30010707,3,Baja California Sur,1,Comondu,707,El Saucito,R,"25°12´36.663N""","111°18´26.877W""",158,G12C49
30010710,3,Baja California Sur,1,Comondu,710,El Sauzal,R,"25°20´57.728N""","111°16´44.410W""",260,G12C39
30010713,3,Baja California Sur,1,Comondu,713,El Sauzalito,R,"25°17´53.582N""","111°14´15.120W""",254,G12C39
30010714,3,Baja California Sur,1,Comondu,714,La Selva,R,"24°43´23.579N""","111°37´53.150W""",13,G12C68
30010717,3,Baja California Sur,1,Comondu,717,El Tajo,R,"25°05´05.353N""","111°07´59.803W""",280,G12C49
30010722,3,Baja California Sur,1,Comondu,722,El Tequesquite,R,"25°12´32.650N""","111°21´38.970W""",152,G12C48
30010734,3,Baja California Sur,1,Comondu,734,La Tortola,R,"25°20´08.755N""","111°17´54.081W""",247,G12C39
30010742,3,Baja California Sur,1,Comondu,742,El Veladero,R,"25°48´15.317N""","111°53´22.298W""",68,G12C17
30010744,3,Baja California Sur,1,Comondu,744,La Vinata,R,"25°47´38.920N""","111°47´47.742W""",90,G12C17
30010751,3,Baja California Sur,1,Comondu,751,San Luis Gonzaga,R,"24°54´26.150N""","111°17´26.107W""",158,G12C59
30010754,3,Baja California Sur,1,Comondu,754,San Vicente,R,"25°02´00.443N""","111°58´47.154W""",19,G12C47
30010755,3,Baja California Sur,1,Comondu,755,El Aviadero,R,"26°03´36.275N""","111°48´17.041W""",416,G12A87
30010761,3,Baja California Sur,1,Comondu,761,Las Higueritas,R,"25°30´41.729N""","111°36´12.073W""",94,G12C28
30010762,3,Baja California Sur,1,Comondu,762,Valenzuela,R,"25°22´59.338N""","111°09´10.589W""",333,G12C39
30010767,3,Baja California Sur,1,Comondu,767,El Molino,R,"24°50´23.199N""","111°47´08.759W""",21,G12C57
30010783,3,Baja California Sur,1,Comondu,783,El Agua Libre,R,"25°05´02.376N""","111°49´12.919W""",33,G12C47
30010784,3,Baja California Sur,1,Comondu,784,El Aguajito,R,"26°18´32.783N""","112°09´12.430W""",173,G12A76
30010785,3,Baja California Sur,1,Comondu,785,Fernando De La Toba (Los Algarrobos),R,"25°11´53.908N""","111°43´54.154W""",45,G12C47
30010790,3,Baja California Sur,1,Comondu,790,El Carricito,R,"24°56´29.451N""","111°11´32.567W""",212,G12C59
30010794,3,Baja California Sur,1,Comondu,794,Rancho Covarrubias,R,"25°03´48.857N""","111°48´09.156W""",37,G12C47
30010796,3,Baja California Sur,1,Comondu,796,El 49,R,"24°50´57.001N""","112°05´07.662W""",0,G12C56
30010797,3,Baja California Sur,1,Comondu,797,Los Cuatro Corrales,R,"24°56´37.335N""","111°30´31.987W""",77,G12C58
30010802,3,Baja California Sur,1,Comondu,802,El Junco,R,"25°01´35.681N""","111°00´53.013W""",362,G12C49
30010803,3,Baja California Sur,1,Comondu,803,Kilometro 228,R,"25°10´49.125N""","111°44´30.973W""",43,G12C47
30010806,3,Baja California Sur,1,Comondu,806,Alvarez Lote 8,R,"25°22´13.551N""","111°47´13.685W""",32,G12C37
30010811,3,Baja California Sur,1,Comondu,811,Los Medanos,R,"25°04´56.026N""","111°49´53.129W""",33,G12C47
30010812,3,Baja California Sur,1,Comondu,812,Las Delicias Lote 33,R,"24°56´44.962N""","111°40´26.047W""",41,G12C57
30010813,3,Baja California Sur,1,Comondu,813,El Mezquitito,R,"25°17´08.980N""","111°22´12.435W""",183,G12C38
30010814,3,Baja California Sur,1,Comondu,814,San Isidro Labrador,R,"24°55´53.426N""","111°18´04.734W""",153,G12C59
30010817,3,Baja California Sur,1,Comondu,817,El Ojo De Agua,R,"25°03´57.619N""","111°09´25.014W""",241,G12C49
30010821,3,Baja California Sur,1,Comondu,821,El Pedregal,R,"25°08´23.920N""","111°19´13.739W""",161,G12C49
30010822,3,Baja California Sur,1,Comondu,822,Alvarez Lote 25,R,"25°21´07.453N""","111°47´18.736W""",34,G12C37
30010825,3,Baja California Sur,1,Comondu,825,El Potrero,R,"25°17´04.018N""","111°16´13.801W""",222,G12C39
30010828,3,Baja California Sur,1,Comondu,828,San Antonio De La Montaña,R,"24°57´23.688N""","111°19´47.025W""",126,G12C59
30010829,3,Baja California Sur,1,Comondu,829,Nueva California Lote 29,R,"25°04´57.507N""","111°49´09.899W""",33,G12C47
30010830,3,Baja California Sur,1,Comondu,830,San Eulogio,R,"24°58´41.372N""","111°56´40.640W""",29,G12C57
30010831,3,Baja California Sur,1,Comondu,831,San Gregorio,R,"25°15´06.055N""","111°11´09.692W""",236,G12C39
30010833,3,Baja California Sur,1,Comondu,833,San Pedrito,R,"24°54´23.772N""","111°15´23.206W""",173,G12C59
30010834,3,Baja California Sur,1,Comondu,834,Emiliano Zapata Lote 6,R,"25°02´06.115N""","111°43´41.961W""",47,G12C47
30010839,3,Baja California Sur,1,Comondu,839,Nueva California Lote 33,R,"25°06´24.337N""","111°48´59.197W""",33,G12C47
30010840,3,Baja California Sur,1,Comondu,840,Los Torunos,R,"25°08´21.811N""","111°18´00.595W""",158,G12C49
30010841,3,Baja California Sur,1,Comondu,841,El Triunfo,R,"24°54´30.679N""","111°14´19.053W""",182,G12C59
30010843,3,Baja California Sur,1,Comondu,843,Yerbabuena,R,"26°21´01.627N""","111°49´59.558W""",325,G12A77
30010844,3,Baja California Sur,1,Comondu,844,Fernando De La Toba Lote 39,R,"25°13´08.051N""","111°45´37.908W""",38,G12C47
30010850,3,Baja California Sur,1,Comondu,850,El Aguajito De Tepentu,R,"25°05´25.792N""","111°17´49.449W""",169,G12C49
30010851,3,Baja California Sur,1,Comondu,851,Agua Escondida,R,"26°09´14.352N""","111°47´41.884W""",513,G12A87
30010852,3,Baja California Sur,1,Comondu,852,Agua Escondida,R,"26°16´37.611N""","111°55´22.898W""",447,G12A77
30010853,3,Baja California Sur,1,Comondu,853,El Agua Grande,R,"26°03´03.145N""","111°52´07.908W""",396,G12A87
30010855,3,Baja California Sur,1,Comondu,855,El Agua Puerca,R,"26°24´11.645N""","112°08´41.584W""",271,G12A76
30010871,3,Baja California Sur,1,Comondu,871,Los Algodones,R,"25°13´26.007N""","111°10´59.861W""",250,G12C49
30010885,3,Baja California Sur,1,Comondu,885,Fernando De La Toba Lote 131,R,"25°16´29.426N""","111°47´18.033W""",27,G12C37
30010886,3,Baja California Sur,1,Comondu,886,Fernando De La Toba Lote 85,R,"25°15´22.628N""","111°40´38.508W""",50,G12C37
30010889,3,Baja California Sur,1,Comondu,889,Buenos Aires Lote 5,R,"25°18´15.345N""","111°44´07.997W""",39,G12C37
30010891,3,Baja California Sur,1,Comondu,891,Los Arquitos,R,"25°10´37.987N""","111°29´59.000W""",95,G12C48
30010893,3,Baja California Sur,1,Comondu,893,Fernando De La Toba Lote 142,R,"25°17´11.079N""","111°47´39.015W""",27,G12C37
30010894,3,Baja California Sur,1,Comondu,894,El Atoron,R,"25°26´11.278N""","111°36´22.047W""",70,G12C38
30010897,3,Baja California Sur,1,Comondu,897,La Bandera,R,"26°17´21.025N""","111°56´59.628W""",344,G12A77
30010902,3,Baja California Sur,1,Comondu,902,Las Bebelamas,R,"25°44´26.256N""","111°41´48.411W""",200,G12C27
30010910,3,Baja California Sur,1,Comondu,910,La Boca Del Viejo,R,"26°25´45.290N""","112°01´08.117W""",348,G12A76
30010911,3,Baja California Sur,1,Comondu,911,La Bocana De San Gregorio,R,"26°03´38.737N""","112°17´11.998W""",15,G12A86
30010919,3,Baja California Sur,1,Comondu,919,Los Burros,R,"26°09´55.931N""","112°14´40.543W""",32,G12A86
30010926,3,Baja California Sur,1,Comondu,926,La Calera,R,"25°21´21.099N""","111°27´30.659W""",152,G12C38
30010931,3,Baja California Sur,1,Comondu,931,El Canelo,R,"24°56´40.097N""","111°15´54.162W""",175,G12C59
30010948,3,Baja California Sur,1,Comondu,948,La Cerquita,R,"26°10´30.015N""","111°55´29.214W""",519,G12A87
30010956,3,Baja California Sur,1,Comondu,956,El Chicural De La Relumbrosa,R,"25°25´14.795N""","111°21´00.295W""",262,G12C38
30010959,3,Baja California Sur,1,Comondu,959,Los Chorros,R,"26°20´49.507N""","112°07´28.623W""",235,G12A76
30010961,3,Baja California Sur,1,Comondu,961,Agua Clarita,R,"25°19´19.591N""","111°07´01.219W""",332,G12C39
30010968,3,Baja California Sur,1,Comondu,968,Alvarez Lote 17,R,"25°23´14.935N""","111°50´39.215W""",24,G12C37
30010972,3,Baja California Sur,1,Comondu,972,Jalisco (El Coto),R,"25°23´49.086N""","111°46´25.815W""",28,G12C37
30010973,3,Baja California Sur,1,Comondu,973,Las Cruces,R,"26°22´22.284N""","111°48´01.075W""",264,G12A77
30010974,3,Baja California Sur,1,Comondu,974,Las Cruces,R,"25°23´48.759N""","111°45´41.169W""",29,G12C37
30010991,3,Baja California Sur,1,Comondu,991,El Dulce,R,"25°18´48.325N""","111°08´29.518W""",299,G12C39
30010995,3,Baja California Sur,1,Comondu,995,La Mesa Del Carro Quemado,R,"26°20´04.154N""","111°53´27.747W""",334,G12A77
30011001,3,Baja California Sur,1,Comondu,1001,La Esperanza,R,"26°03´24.802N""","111°44´22.878W""",479,G12A87
30011002,3,Baja California Sur,1,Comondu,1002,La Esperanza,R,"24°56´19.743N""","111°19´12.967W""",138,G12C59
30011005,3,Baja California Sur,1,Comondu,1005,Rancho Estrada,R,"25°18´19.173N""","111°49´43.710W""",24,G12C37
30011011,3,Baja California Sur,1,Comondu,1011,Alvarez Lote 31,R,"25°20´49.315N""","111°49´10.429W""",29,G12C37
30011014,3,Baja California Sur,1,Comondu,1014,Fernando De La Toba Lote 144,R,"25°16´38.244N""","111°48´22.417W""",24,G12C37
30011021,3,Baja California Sur,1,Comondu,1021,Las Gaviotas,R,"24°46´37.457N""","111°29´22.291W""",56,G12C58
